title,payment_amount,title,customer_name,rental_date,return_date,replacement_cost,first_name,staff_name,city,country,store_id,col,USA
HOMICIDE PEACH,2.99,HOMICIDE PEACH,MARTHA GONZALEZ,2005-08-23 09:02:04.000,2005-08-29 03:17:04.000,21.99,Jon,JonStephens,Chisinau,Moldova,2,Below Avg,Other
FRIDA SLIPPER,3.99,FRIDA SLIPPER,RAYMOND MCWHORTER,2005-08-23 09:06:17.000,2005-08-30 08:10:17.000,11.99,Jon,JonStephens,Sumqayit,Azerbaijan,2,Below Avg,Other
NETWORK PEAK,5.99,NETWORK PEAK,STACEY MONTGOMERY,2005-08-23 09:07:11.000,2005-08-31 04:32:11.000,23.99,Jon,JonStephens,Fuyu,China,2,Above Avg,Other
SMOOCHY CONTROL,0.99,SMOOCHY CONTROL,ROSA REYNOLDS,2005-08-23 09:08:16.000,2005-08-29 14:01:16.000,18.99,Mike,MikeHillyer,Lancaster,United States,1,Below Avg,USA
CITIZEN SHREK,0.99,CITIZEN SHREK,ELLA OLIVER,2005-08-23 09:09:18.000,2005-08-27 06:19:18.000,18.99,Mike,MikeHillyer,Aden,Yemen,1,Below Avg,Other
PINOCCHIO SIMON,6.99,PINOCCHIO SIMON,KEVIN SCHULER,2005-08-23 09:12:50.000,2005-08-29 12:45:50.000,21.99,Jon,JonStephens,Birgunj,Nepal,2,Above Avg,Other
WITCHES PANIC,7.99,WITCHES PANIC,RUBY WASHINGTON,2005-08-23 09:16:39.000,2005-09-01 11:57:39.000,10.99,Mike,MikeHillyer,Meixian,China,1,Above Avg,Other
TRADING PINOCCHIO,5.99,TRADING PINOCCHIO,MAE FLETCHER,2005-08-23 09:18:52.000,2005-08-30 14:59:52.000,22.99,Jon,JonStephens,Donostia-San Sebastin,Spain,2,Above Avg,Other
STOCK GLASS,2.99,STOCK GLASS,JONATHAN SCARBOROUGH,2005-08-23 09:23:08.000,2005-08-30 06:19:08.000,10.99,Jon,JonStephens,Pachuca de Soto,Mexico,2,Below Avg,Other
HYDE DOCTOR,2.99,HYDE DOCTOR,EDNA WEST,2005-08-23 09:23:36.000,2005-08-27 05:01:36.000,11.99,Mike,MikeHillyer,Klerksdorp,South Africa,1,Below Avg,Other
EXPRESS LONELY,2.99,EXPRESS LONELY,MARVIN YEE,2005-08-23 09:23:45.000,2005-08-27 11:38:45.000,23.99,Jon,JonStephens,Berhampore (Baharampur),India,2,Below Avg,Other
OUTBREAK DIVINE,0.99,OUTBREAK DIVINE,GLADYS HAMILTON,2005-08-23 09:27:29.000,2005-08-28 09:14:29.000,12.99,Mike,MikeHillyer,Ilorin,Nigeria,1,Below Avg,Other
FAMILY SWEET,4.99,FAMILY SWEET,ERICA MATTHEWS,2005-08-23 09:33:22.000,2005-08-31 13:29:22.000,24.99,Jon,JonStephens,Pingxiang,China,2,Above Avg,Other
NECKLACE OUTBREAK,1.99,NECKLACE OUTBREAK,KATHERINE RIVERA,2005-08-23 09:35:34.000,2005-08-27 08:33:34.000,21.99,Mike,MikeHillyer,Basel,Switzerland,1,Below Avg,Other
REQUIEM TYCOON,6.99,REQUIEM TYCOON,BRENDA WRIGHT,2005-08-23 09:37:34.000,2005-08-31 06:01:34.000,25.99,Mike,MikeHillyer,Kamarhati,India,1,Above Avg,Other
SPINAL ROCKY,2.99,SPINAL ROCKY,REGINA BERRY,2005-08-23 09:38:17.000,2005-08-30 12:31:17.000,12.99,Jon,JonStephens,Jinchang,China,2,Below Avg,Other
SUNSET RACER,0.99,SUNSET RACER,KIRK STCLAIR,2005-08-23 09:40:04.000,2005-08-28 15:28:04.000,28.99,Mike,MikeHillyer,Tsaotun,Taiwan,1,Below Avg,Other
BLINDNESS GUN,5.99,BLINDNESS GUN,RICK MATTOX,2005-08-23 09:41:28.000,2005-08-30 10:11:28.000,29.99,Mike,MikeHillyer,Mit Ghamr,Egypt,1,Above Avg,Other
HUSTLER PARTY,7.99,HUSTLER PARTY,TERRI VASQUEZ,2005-08-23 09:42:21.000,2005-08-29 12:22:21.000,22.99,Mike,MikeHillyer,Blumenau,Brazil,1,Above Avg,Other
BEAUTY GREASE,8.99,BEAUTY GREASE,ROSA REYNOLDS,2005-08-23 09:46:33.000,2005-09-01 06:07:33.000,28.99,Mike,MikeHillyer,Lancaster,United States,1,Above Avg,USA
NONE SPIKING,4.99,NONE SPIKING,DAWN SULLIVAN,2005-08-23 09:48:45.000,2005-08-30 10:28:45.000,18.99,Jon,JonStephens,Funafuti,Tuvalu,2,Above Avg,Other
BAREFOOT MANCHURIAN,2.99,BAREFOOT MANCHURIAN,LENA JENSEN,2005-08-23 09:52:55.000,2005-08-29 11:15:55.000,15.99,Mike,MikeHillyer,Halisahar,India,1,Below Avg,Other
INCH JET,4.99,INCH JET,DWAYNE OLVERA,2005-08-23 09:53:30.000,2005-08-29 10:27:30.000,18.99,Mike,MikeHillyer,Rajkot,India,1,Above Avg,Other
CONEHEADS SMOOCHY,4.99,CONEHEADS SMOOCHY,JEANNE LAWSON,2005-08-23 09:53:54.000,2005-08-27 10:14:54.000,12.99,Mike,MikeHillyer,Ashgabat,Turkmenistan,1,Above Avg,Other
HARRY IDAHO,4.99,HARRY IDAHO,ANGEL BARCLAY,2005-08-23 10:00:02.000,2005-08-24 05:25:02.000,18.99,Mike,MikeHillyer,Ueda,Japan,1,Above Avg,Other
COAST RAINBOW,0.99,COAST RAINBOW,NORMA GONZALES,2005-08-23 10:00:24.000,2005-08-25 08:23:24.000,20.99,Mike,MikeHillyer,Bislig,Philippines,1,Below Avg,Other
PATHS CONTROL,9.99,PATHS CONTROL,LESLIE SEWARD,2005-08-23 10:02:46.000,2005-08-31 05:46:46.000,9.99,Jon,JonStephens,Pontianak,Indonesia,2,Above Avg,Other
OUTLAW HANKY,4.99,OUTLAW HANKY,JOHN FARNSWORTH,2006-02-14 15:16:03.000,,17.99,Mike,MikeHillyer,Parbhani,India,1,Above Avg,Other
NEWSIES STORY,0.99,NEWSIES STORY,PHYLLIS FOSTER,2005-08-23 10:04:17.000,2005-08-25 08:47:17.000,25.99,Jon,JonStephens,Zalantun,China,2,Below Avg,Other
HORN WORKING,2.99,HORN WORKING,RUSSELL BRINSON,2005-08-23 10:04:36.000,2005-08-24 05:00:36.000,23.99,Jon,JonStephens,Tychy,Poland,2,Below Avg,Other
WILLOW TRACY,2.99,WILLOW TRACY,JOHNNY TURPIN,2005-08-23 10:11:40.000,2005-08-28 08:50:40.000,22.99,Jon,JonStephens,al-Qadarif,Sudan,2,Below Avg,Other
TRADING PINOCCHIO,5.99,TRADING PINOCCHIO,RUBEN GEARY,2005-08-23 10:20:35.000,2005-08-30 13:56:35.000,22.99,Mike,MikeHillyer,Lublin,Poland,1,Above Avg,Other
OTHERS SOUP,2.99,OTHERS SOUP,HUGH WALDROP,2005-08-23 10:21:21.000,2005-08-24 15:37:21.000,18.99,Mike,MikeHillyer,Haining,China,1,Below Avg,Other
OUTBREAK DIVINE,0.99,OUTBREAK DIVINE,ELMER NOE,2005-08-23 10:22:21.000,2005-08-24 10:52:21.000,12.99,Mike,MikeHillyer,Battambang,Cambodia,1,Below Avg,Other
GARDEN ISLAND,7.99,GARDEN ISLAND,GLORIA COOK,2005-08-23 10:23:28.000,2005-08-29 11:08:28.000,21.99,Jon,JonStephens,Papeete,French Polynesia,2,Above Avg,Other
NUTS TIES,8.99,NUTS TIES,JASON MORRISSEY,2005-08-23 10:23:48.000,2005-09-01 06:54:48.000,10.99,Jon,JonStephens,Baha Blanca,Argentina,2,Above Avg,Other
CLUELESS BUCKET,4.99,CLUELESS BUCKET,KATHY JAMES,2005-08-23 10:25:45.000,2005-08-29 16:06:45.000,13.99,Jon,JonStephens,Baybay,Philippines,2,Above Avg,Other
DANGEROUS UPTOWN,4.99,DANGEROUS UPTOWN,GERALD FULTZ,2005-08-23 10:32:52.000,2005-08-29 13:18:52.000,26.99,Jon,JonStephens,Satna,India,2,Above Avg,Other
WIZARD COLDBLOODED,4.99,WIZARD COLDBLOODED,CHARLENE ALVAREZ,2005-08-23 10:32:52.000,2005-08-24 07:03:52.000,12.99,Jon,JonStephens,Zanzibar,Tanzania,2,Above Avg,Other
SIERRA DIVIDE,1.99,SIERRA DIVIDE,LOIS BUTLER,2005-08-23 10:35:45.000,2005-08-27 10:57:45.000,12.99,Mike,MikeHillyer,Bandar Seri Begawan,Brunei,1,Below Avg,Other
HOOK CHARIOTS,0.99,HOOK CHARIOTS,CATHERINE CAMPBELL,2005-08-23 10:35:51.000,2005-08-27 16:02:51.000,23.99,Mike,MikeHillyer,Moscow,Russian Federation,1,Below Avg,Other
BIRDS PERDITION,4.99,BIRDS PERDITION,TERRI VASQUEZ,2005-08-23 10:36:00.000,2005-08-28 06:18:00.000,15.99,Jon,JonStephens,Blumenau,Brazil,2,Above Avg,Other
DETECTIVE VISION,0.99,DETECTIVE VISION,LEE HAWKS,2006-02-14 15:16:03.000,,16.99,Mike,MikeHillyer,Pudukkottai,India,1,Below Avg,Other
CONEHEADS SMOOCHY,4.99,CONEHEADS SMOOCHY,SHERRI RHODES,2005-08-23 10:43:00.000,2005-08-29 16:29:00.000,12.99,Mike,MikeHillyer,Ahmadnagar,India,1,Above Avg,Other
HEAVEN FREEDOM,2.99,HEAVEN FREEDOM,JACK FOUST,2005-08-23 10:43:56.000,2005-08-29 15:35:56.000,19.99,Jon,JonStephens,Zeleznogorsk,Russian Federation,2,Below Avg,Other
BIRCH ANTITRUST,6.99,BIRCH ANTITRUST,EDWIN BURK,2005-08-23 10:56:15.000,2005-08-29 09:14:15.000,18.99,Jon,JonStephens,Newcastle,South Africa,2,Above Avg,Other
IGBY MAKER,4.99,IGBY MAKER,GLORIA COOK,2006-02-14 15:16:03.000,,12.99,Mike,MikeHillyer,Papeete,French Polynesia,1,Above Avg,Other
SPOILERS HELLFIGHTERS,1.99,SPOILERS HELLFIGHTERS,JACQUELINE LONG,2005-08-23 10:57:40.000,2005-08-28 12:40:40.000,26.99,Mike,MikeHillyer,Songkhla,Thailand,1,Below Avg,Other
NATURAL STOCK,1.99,NATURAL STOCK,MANUEL MURRELL,2005-08-23 11:02:00.000,2005-08-28 14:46:00.000,24.99,Mike,MikeHillyer,Jaffna,Sri Lanka,1,Below Avg,Other
CURTAIN VIDEOTAPE,0.0,CURTAIN VIDEOTAPE,LUCY WHEELER,2006-02-14 15:16:03.000,,27.99,Jon,JonStephens,Balurghat,India,2,Below Avg,Other
ISLAND EXORCIST,2.99,ISLAND EXORCIST,BRANDY GRAVES,2005-08-23 11:05:17.000,2005-08-28 12:50:17.000,23.99,Mike,MikeHillyer,Warren,United States,1,Below Avg,USA
SUSPECTS QUILLS,2.99,SUSPECTS QUILLS,AUSTIN CINTRON,2005-08-23 11:08:46.000,2005-08-25 07:25:46.000,22.99,Mike,MikeHillyer,Tieli,China,1,Below Avg,Other
MADRE GABLES,3.99,MADRE GABLES,RONNIE RICKETTS,2005-08-23 11:15:20.000,2005-08-31 09:49:20.000,27.99,Mike,MikeHillyer,Ziguinchor,Senegal,1,Below Avg,Other
CIDER DESIRE,2.99,CIDER DESIRE,MICHELE GRANT,2005-08-23 11:16:16.000,2005-08-28 10:21:16.000,9.99,Mike,MikeHillyer,Yuncheng,China,1,Below Avg,Other
NATIONAL STORY,7.99,NATIONAL STORY,JESSICA HALL,2005-08-23 11:16:29.000,2005-09-01 13:24:29.000,19.99,Jon,JonStephens,Citt del Vaticano,Holy See (Vatican City State),2,Above Avg,Other
STRANGERS GRAFFITI,8.99,STRANGERS GRAFFITI,NATHANIEL ADAM,2005-08-23 11:17:26.000,2005-08-31 13:58:26.000,22.99,Jon,JonStephens,Joliet,United States,2,Above Avg,USA
DEVIL DESIRE,4.99,DEVIL DESIRE,LEWIS LYMAN,2005-08-23 11:22:09.000,2005-08-28 12:56:09.000,12.99,Jon,JonStephens,Ashqelon,Israel,2,Above Avg,Other
BLUES INSTINCT,2.99,BLUES INSTINCT,AUSTIN CINTRON,2005-08-23 11:25:00.000,2005-08-26 11:46:00.000,18.99,Mike,MikeHillyer,Tieli,China,1,Below Avg,Other
CYCLONE FAMILY,2.99,CYCLONE FAMILY,ANGEL BARCLAY,2005-08-23 11:28:26.000,2005-08-28 11:23:26.000,18.99,Jon,JonStephens,Ueda,Japan,2,Below Avg,Other
ISLAND EXORCIST,2.99,ISLAND EXORCIST,JEFFERY PINSON,2005-08-23 11:28:49.000,2005-08-24 06:24:49.000,23.99,Jon,JonStephens,Dadu,Pakistan,2,Below Avg,Other
MASKED BUBBLE,0.99,MASKED BUBBLE,MATTHEW MAHAN,2005-08-23 11:30:32.000,2005-08-28 09:52:32.000,12.99,Jon,JonStephens,Cuautla,Mexico,2,Below Avg,Other
MONSTER SPARTACUS,2.99,MONSTER SPARTACUS,KATIE ELLIOTT,2006-02-14 15:16:03.000,,28.99,Jon,JonStephens,Kisumu,Kenya,2,Below Avg,Other
DARKO DORADO,8.99,DARKO DORADO,JOANNE ROBERTSON,2005-08-23 11:32:35.000,2005-08-30 13:46:35.000,13.99,Jon,JonStephens,Urawa,Japan,2,Above Avg,Other
ROUGE SQUAD,0.99,ROUGE SQUAD,KIM CRUZ,2005-08-23 11:33:25.000,2005-08-24 07:19:25.000,10.99,Jon,JonStephens,Grand Prairie,United States,2,Below Avg,USA
RANGE MOONWALKER,4.99,RANGE MOONWALKER,ALLEN BUTTERFIELD,2005-08-23 11:35:12.000,2005-08-26 12:50:12.000,25.99,Jon,JonStephens,Hoshiarpur,India,2,Above Avg,Other
TRIP NEWTON,4.99,TRIP NEWTON,CECIL VINES,2005-08-23 11:37:32.000,2005-08-28 16:27:32.000,14.99,Mike,MikeHillyer,London,United Kingdom,1,Above Avg,Other
SUMMER SCARFACE,0.99,SUMMER SCARFACE,MICHAEL SILVERMAN,2005-08-23 11:40:08.000,2005-08-27 08:16:08.000,25.99,Mike,MikeHillyer,Tiefa,China,1,Below Avg,Other
PRIDE ALAMO,0.99,PRIDE ALAMO,DAISY BATES,2006-02-14 15:16:03.000,,20.99,Mike,MikeHillyer,Kolpino,Russian Federation,1,Below Avg,Other
VACATION BOONDOCK,5.99,VACATION BOONDOCK,ELAINE STEVENS,2005-08-23 11:40:30.000,2005-08-30 12:40:30.000,23.99,Mike,MikeHillyer,Smolensk,Russian Federation,1,Above Avg,Other
DESERT POSEIDON,5.99,DESERT POSEIDON,LOUISE JENKINS,2005-08-23 11:52:18.000,2005-08-28 15:28:18.000,27.99,Mike,MikeHillyer,Springs,South Africa,1,Above Avg,Other
CAROL TEXAS,5.99,CAROL TEXAS,MARTHA GONZALEZ,2005-08-23 11:55:50.000,2005-08-30 15:07:50.000,15.99,Mike,MikeHillyer,Chisinau,Moldova,1,Above Avg,Other
BEAR GRACELAND,4.99,BEAR GRACELAND,DENISE KELLY,2005-08-23 11:56:22.000,2005-08-29 16:10:22.000,20.99,Jon,JonStephens,Rio Claro,Brazil,2,Above Avg,Other
AMELIE HELLFIGHTERS,4.99,AMELIE HELLFIGHTERS,TAMARA NGUYEN,2005-08-23 12:07:51.000,2005-08-24 13:23:51.000,23.99,Jon,JonStephens,Anpolis,Brazil,2,Above Avg,Other
UNDEFEATED DALMATIONS,4.99,UNDEFEATED DALMATIONS,ELLEN SIMPSON,2005-08-23 12:10:54.000,2005-08-24 10:08:54.000,22.99,Jon,JonStephens,Po,Brazil,2,Above Avg,Other
EXPENDABLE STALLION,5.99,EXPENDABLE STALLION,JEANNE LAWSON,2005-08-23 12:11:37.000,2005-08-31 07:28:37.000,14.99,Jon,JonStephens,Ashgabat,Turkmenistan,2,Above Avg,Other
GHOSTBUSTERS ELF,0.99,GHOSTBUSTERS ELF,AMBER DIXON,2005-08-23 12:12:05.000,2005-08-26 11:35:05.000,18.99,Mike,MikeHillyer,Touliu,Taiwan,1,Below Avg,Other
LEBOWSKI SOLDIERS,4.99,LEBOWSKI SOLDIERS,CHERYL MURPHY,2005-08-23 12:15:51.000,2005-08-31 17:19:51.000,17.99,Mike,MikeHillyer,Mysore,India,1,Above Avg,Other
MOTIONS DETAILS,0.0,MOTIONS DETAILS,CHRISTINE ROBERTS,2006-02-14 15:16:03.000,,16.99,Mike,MikeHillyer,Faaa,French Polynesia,1,Below Avg,Other
JERK PAYCHECK,2.99,JERK PAYCHECK,MARIAN MENDOZA,2005-08-23 12:26:19.000,2005-08-26 09:51:19.000,13.99,Jon,JonStephens,Maring,Brazil,2,Below Avg,Other
FORWARD TEMPLE,4.99,FORWARD TEMPLE,BOBBY BOUDREAU,2005-08-23 12:29:24.000,2005-08-31 08:27:24.000,25.99,Jon,JonStephens,South Hill,Anguilla,2,Above Avg,Other
MULHOLLAND BEAST,2.99,MULHOLLAND BEAST,RUSSELL BRINSON,2005-08-23 12:33:00.000,2005-08-25 15:15:00.000,13.99,Jon,JonStephens,Tychy,Poland,2,Below Avg,Other
TWISTED PIRATES,4.99,TWISTED PIRATES,ISAAC OGLESBY,2005-08-23 12:33:41.000,2005-08-24 10:52:41.000,23.99,Mike,MikeHillyer,Cuernavaca,Mexico,1,Above Avg,Other
WINDOW SIDE,2.99,WINDOW SIDE,TYLER WREN,2005-08-23 12:36:05.000,2005-08-24 17:40:05.000,25.99,Jon,JonStephens,Rizhao,China,2,Below Avg,Other
CIRCUS YOUTH,3.99,CIRCUS YOUTH,BETH FRANKLIN,2005-08-23 12:41:07.000,2005-08-29 07:03:07.000,13.99,Jon,JonStephens,Haiphong,Vietnam,2,Below Avg,Other
INDIAN LOVE,5.99,INDIAN LOVE,DONNA THOMPSON,2005-08-23 12:41:38.000,2005-09-01 14:06:38.000,26.99,Mike,MikeHillyer,Elista,Russian Federation,1,Above Avg,Other
SAGEBRUSH CLUELESS,7.99,SAGEBRUSH CLUELESS,CLARA SHAW,2005-08-23 12:43:30.000,2005-09-01 09:07:30.000,28.99,Jon,JonStephens,Molodetno,Belarus,2,Above Avg,Other
KISSING DOLLS,5.99,KISSING DOLLS,GERALD FULTZ,2005-08-23 12:43:42.000,2005-08-27 17:45:42.000,9.99,Jon,JonStephens,Satna,India,2,Above Avg,Other
CALIFORNIA BIRDS,4.99,CALIFORNIA BIRDS,ALFRED CASILLAS,2005-08-23 12:46:38.000,2005-08-25 12:59:38.000,19.99,Mike,MikeHillyer,Sawhaj,Egypt,1,Above Avg,Other
CROSSROADS CASUALTIES,2.99,CROSSROADS CASUALTIES,ROSA REYNOLDS,2005-08-23 12:47:05.000,2005-08-28 08:34:05.000,20.99,Jon,JonStephens,Lancaster,United States,2,Below Avg,USA
ESCAPE METROPOLIS,2.99,ESCAPE METROPOLIS,GERALD FULTZ,2005-08-23 12:47:16.000,2005-08-29 17:19:16.000,20.99,Mike,MikeHillyer,Satna,India,1,Below Avg,Other
APACHE DIVINE,5.99,APACHE DIVINE,CATHERINE CAMPBELL,2005-08-23 12:47:26.000,2005-08-29 11:05:26.000,16.99,Jon,JonStephens,Moscow,Russian Federation,2,Above Avg,Other
EXPENDABLE STALLION,6.99,EXPENDABLE STALLION,LAWRENCE LAWTON,2005-08-23 12:47:37.000,2005-09-01 11:28:37.000,14.99,Jon,JonStephens,Yaound,Cameroon,2,Above Avg,Other
PELICAN COMFORTS,6.99,PELICAN COMFORTS,PRISCILLA LOWE,2005-08-23 12:50:00.000,2005-08-29 15:41:00.000,17.99,Jon,JonStephens,Salamanca,Mexico,2,Above Avg,Other
VOYAGE LEGALLY,0.99,VOYAGE LEGALLY,JEFFERY PINSON,2005-08-23 12:55:51.000,2005-08-26 16:51:51.000,28.99,Mike,MikeHillyer,Dadu,Pakistan,1,Below Avg,Other
CRUSADE HONEY,2.99,CRUSADE HONEY,JACK FOUST,2005-08-23 13:01:43.000,2005-08-26 16:35:43.000,27.99,Mike,MikeHillyer,Zeleznogorsk,Russian Federation,1,Below Avg,Other
ANGELS LIFE,2.99,ANGELS LIFE,VERONICA STONE,2005-08-23 13:02:59.000,2005-08-24 17:45:59.000,15.99,Jon,JonStephens,Greensboro,United States,2,Below Avg,USA
OTHERS SOUP,2.99,OTHERS SOUP,SUSAN WILSON,2005-08-23 13:05:10.000,2005-08-25 16:15:10.000,18.99,Mike,MikeHillyer,Hamilton,New Zealand,1,Below Avg,Other
ELEMENT FREDDY,6.99,ELEMENT FREDDY,MANUEL MURRELL,2005-08-23 13:06:19.000,2005-08-31 12:18:19.000,28.99,Mike,MikeHillyer,Jaffna,Sri Lanka,1,Above Avg,Other
HORROR REIGN,4.99,HORROR REIGN,TROY QUIGLEY,2005-08-23 13:10:16.000,2005-08-30 09:27:16.000,25.99,Mike,MikeHillyer,Vancouver,Canada,1,Above Avg,Other
SATURN NAME,4.99,SATURN NAME,HEIDI LARSON,2005-08-23 13:14:15.000,2005-08-27 14:43:15.000,18.99,Jon,JonStephens,Xiangfan,China,2,Above Avg,Other
CHILL LUCK,0.99,CHILL LUCK,MARGIE WADE,2005-08-23 13:14:47.000,2005-08-29 14:17:47.000,17.99,Jon,JonStephens,Lengshuijiang,China,2,Below Avg,Other
LIFE TWISTED,3.99,LIFE TWISTED,BRANDY GRAVES,2005-08-23 13:16:15.000,2005-08-28 18:31:15.000,9.99,Mike,MikeHillyer,Warren,United States,1,Below Avg,USA
FICTION CHRISTMAS,2.99,FICTION CHRISTMAS,CINDY FISHER,2005-08-23 13:18:16.000,2005-08-29 11:31:16.000,14.99,Mike,MikeHillyer,Cuman,Venezuela,1,Below Avg,Other
SLACKER LIAISONS,4.99,SLACKER LIAISONS,PATSY DAVIDSON,2005-08-23 13:18:46.000,2005-08-26 07:29:46.000,29.99,Mike,MikeHillyer,Portoviejo,Ecuador,1,Above Avg,Other
VIRTUAL SPOILERS,4.99,VIRTUAL SPOILERS,CARLA GUTIERREZ,2005-08-23 13:22:56.000,2005-08-26 10:35:56.000,14.99,Jon,JonStephens,Bhusawal,India,2,Above Avg,Other
GHOSTBUSTERS ELF,1.99,GHOSTBUSTERS ELF,LORETTA CARPENTER,2005-08-23 13:24:57.000,2005-08-31 14:16:57.000,18.99,Jon,JonStephens,Oshawa,Canada,2,Below Avg,Other
ENCOUNTERS CURTAIN,0.99,ENCOUNTERS CURTAIN,MAXINE SILVA,2005-08-23 13:25:08.000,2005-08-28 10:08:08.000,20.99,Jon,JonStephens,Poos de Caldas,Brazil,2,Below Avg,Other
INTENTIONS EMPIRE,8.99,INTENTIONS EMPIRE,AUDREY RAY,2005-08-23 13:25:44.000,2005-09-01 16:56:44.000,13.99,Mike,MikeHillyer,Graz,Austria,1,Above Avg,Other
ALABAMA DEVIL,5.99,ALABAMA DEVIL,FRANKLIN TROUTMAN,2005-08-23 13:26:01.000,2005-08-29 18:17:01.000,21.99,Mike,MikeHillyer,Zaoyang,China,1,Above Avg,Other
UNDEFEATED DALMATIONS,4.99,UNDEFEATED DALMATIONS,CHARLOTTE HUNTER,2005-08-23 13:29:08.000,2005-08-27 18:50:08.000,22.99,Jon,JonStephens,guas Lindas de Gois,Brazil,2,Above Avg,Other
ENCINO ELF,0.99,ENCINO ELF,CLAUDIA FULLER,2006-02-14 15:16:03.000,,9.99,Mike,MikeHillyer,Jalib al-Shuyukh,Kuwait,1,Below Avg,Other
FUGITIVE MAGUIRE,4.99,FUGITIVE MAGUIRE,CHAD CARBONE,2005-08-23 13:33:46.000,2005-08-28 08:40:46.000,28.99,Jon,JonStephens,Katihar,India,2,Above Avg,Other
OPPOSITE NECKLACE,4.99,OPPOSITE NECKLACE,SYLVIA ORTIZ,2006-02-14 15:16:03.000,,9.99,Jon,JonStephens,Dos Quebradas,Colombia,2,Above Avg,Other
WHISPERER GIANT,8.99,WHISPERER GIANT,ALLEN BUTTERFIELD,2005-08-23 13:41:05.000,2005-08-31 13:11:05.000,24.99,Mike,MikeHillyer,Hoshiarpur,India,1,Above Avg,Other
REIGN GENTLEMEN,6.99,REIGN GENTLEMEN,COURTNEY DAY,2005-08-23 13:43:26.000,2005-08-30 14:03:26.000,29.99,Mike,MikeHillyer,Uijongbu,South Korea,1,Above Avg,Other
BORN SPINAL,4.99,BORN SPINAL,STELLA MORENO,2005-08-23 13:45:44.000,2005-08-26 09:18:44.000,17.99,Jon,JonStephens,Coacalco de Berriozbal,Mexico,2,Above Avg,Other
ANGELS LIFE,6.99,ANGELS LIFE,FRANCIS SIKES,2005-08-23 13:46:00.000,2005-08-30 11:49:00.000,15.99,Jon,JonStephens,San Juan Bautista Tuxtepec,Mexico,2,Above Avg,Other
GRIT CLOCKWORK,1.99,GRIT CLOCKWORK,LANCE PEMBERTON,2005-08-23 13:46:27.000,2005-08-27 10:16:27.000,21.99,Jon,JonStephens,Beni-Mellal,Morocco,2,Below Avg,Other
POLISH BROOKLYN,0.99,POLISH BROOKLYN,BILLY POULIN,2005-08-23 13:48:34.000,2005-08-27 15:59:34.000,12.99,Mike,MikeHillyer,Cabuyao,Philippines,1,Below Avg,Other
OSCAR GOLD,2.99,OSCAR GOLD,SHANNON FREEMAN,2005-08-23 13:51:57.000,2005-08-27 17:06:57.000,29.99,Mike,MikeHillyer,Varanasi (Benares),India,1,Below Avg,Other
ADAPTATION HOLES,2.99,ADAPTATION HOLES,CASSANDRA WALTERS,2005-08-23 13:54:39.000,2005-08-26 10:17:39.000,18.99,Mike,MikeHillyer,Salinas,United States,1,Below Avg,USA
EARRING INSTINCT,1.99,EARRING INSTINCT,JUAN FRALEY,2005-08-23 13:56:40.000,2005-08-27 15:25:40.000,22.99,Mike,MikeHillyer,Teboksary,Russian Federation,1,Below Avg,Other
ODDS BOOGIE,1.99,ODDS BOOGIE,LILLIE KIM,2005-08-23 14:01:07.000,2005-08-30 10:32:07.000,14.99,Jon,JonStephens,Idfu,Egypt,2,Below Avg,Other
TRACY CIDER,6.99,TRACY CIDER,MICHEAL FORMAN,2005-08-23 14:02:13.000,2005-09-01 09:03:13.000,29.99,Jon,JonStephens,Escobar,Argentina,2,Above Avg,Other
IRON MOON,4.99,IRON MOON,VIRGIL WOFFORD,2005-08-23 14:05:37.000,2005-08-28 10:54:37.000,27.99,Mike,MikeHillyer,Jos Azueta,Mexico,1,Above Avg,Other
NORTH TEQUILA,4.99,NORTH TEQUILA,LAURA RODRIGUEZ,2005-08-23 14:06:19.000,2005-08-24 19:59:19.000,9.99,Jon,JonStephens,Sal,Morocco,2,Above Avg,Other
STREAK RIDGEMONT,0.99,STREAK RIDGEMONT,DARYL LARUE,2006-02-14 15:16:03.000,,28.99,Jon,JonStephens,Mosul,Iraq,2,Below Avg,Other
WAIT CIDER,0.99,WAIT CIDER,TRAVIS ESTEP,2005-08-23 14:07:56.000,2005-08-25 12:10:56.000,9.99,Jon,JonStephens,al-Qatif,Saudi Arabia,2,Below Avg,Other
FIDDLER LOST,5.99,FIDDLER LOST,VERONICA STONE,2005-08-23 14:12:22.000,2005-08-28 17:03:22.000,20.99,Jon,JonStephens,Greensboro,United States,2,Above Avg,USA
CADDYSHACK JEDI,0.99,CADDYSHACK JEDI,ANGEL BARCLAY,2005-08-23 14:13:47.000,2005-08-25 09:16:47.000,17.99,Jon,JonStephens,Ueda,Japan,2,Below Avg,Other
SPLENDOR PATTON,2.99,SPLENDOR PATTON,TARA RYAN,2005-08-23 14:23:03.000,2005-08-30 17:39:03.000,20.99,Jon,JonStephens,Gorontalo,Indonesia,2,Below Avg,Other
MALKOVICH PET,2.99,MALKOVICH PET,JESSIE BANKS,2005-08-23 14:23:23.000,2005-08-24 17:15:23.000,22.99,Jon,JonStephens,Stara Zagora,Bulgaria,2,Below Avg,Other
DAWN POND,6.99,DAWN POND,CHRISTINE ROBERTS,2005-08-23 14:23:44.000,2005-08-29 17:04:44.000,27.99,Jon,JonStephens,Faaa,French Polynesia,2,Above Avg,Other
